"1638",18,15,18,17,23,16,17,17,9,0,38,16,17,14,25,16,17,6,19,16,15,16,20,18,18,20,22,15,17,26,16,14,17,16,20,17,12,15,16,21,16,16,17,15,30,14,18,18,17,19,23,18,17,17,15,18,18,16,15,17,16,18,19,16,16,16,19,17,16,17,18,16,17,11,15,15,38,13,14,16,17,20,16,20,18,16,13,19,18,17,16,17,19,16,10,19,16,18,18,19,17,17,32,37,19,18,17,17,22,8,18,18,17,15,17,37,14,20,17,29,29,18,11,16,20,17,16,15,17,16,20,18,15,11,17,20,11,12,16,16,13,21,20,18,18,20,14,21,18,9,10,20,18,20,22,20,21,21,19,18,21,20,12,21,21,30,31,11,16,10,30,21,21,13,16,21,11,9,20,19,14,16,12,17,15,9,21,21,18,17,14,18,16,19,21,18,15,15,18,14,18,20,23,20,14,12,20,16,18,22,15,25,18,16,26,19,21,17,17,16,19,23,9,20,22,17,14,20,10,19,24,24,18,9,15,16,9,9,21,10,23,10,17,16,20,9,19,21,18,15,18,16,17,20,20,8,8,19,18,24,13,18,15,24,12,24,24,24,21,23,14,20,19,13,22,14,15,18,16,21,17,19,25,15,23,19,21,15
"1639",42,39,42,41,47,40,41,41,39,38,0,40,41,42,35,40,41,36,43,40,39,40,42,40,42,44,40,39,41,44,40,38,41,40,44,41,42,39,40,45,40,40,41,39,34,36,42,42,39,43,43,42,39,41,39,42,42,40,39,41,40,42,43,40,40,40,43,41,40,41,42,40,41,37,39,39,34,37,38,40,41,44,40,44,42,40,41,43,42,41,40,41,43,40,40,43,40,42,42,43,41,41,36,33,43,42,41,41,46,38,42,42,41,39,41,27,38,44,41,53,53,42,35,40,44,41,38,43,41,40,44,42,39,39,41,42,35,40,40,40,37,45,42,40,42,44,42,45,42,37,40,44,40,42,46,44,45,45,43,42,45,44,36,45,45,54,55,41,40,40,26,45,45,41,40,45,41,37,44,43,38,40,36,41,39,37,45,45,42,41,42,42,40,43,45,42,39,39,42,38,42,44,45,44,38,36,44,40,42,46,37,43,42,40,42,43,45,45,41,40,43,47,37,40,46,41,44,44,38,43,48,48,40,37,43,40,37,37,45,38,47,38,41,40,44,35,43,45,42,39,42,40,41,44,44,36,36,43,42,48,41,42,43,46,40,48,48,48,45,47,42,44,43,37,44,38,43,42,44,45,39,41,45,41,43,41,41,39
"1640",20,17,20,19,23,18,19,19,17,16,40,0,19,20,27,18,19,14,21,18,17,18,22,20,18,22,22,17,19,28,18,14,19,18,22,19,20,17,18,23,18,18,19,17,32,16,20,20,19,21,23,20,19,19,17,20,20,18,17,19,18,20,21,18,18,18,21,19,18,19,20,18,19,17,17,17,40,15,16,18,19,22,18,22,20,18,19,21,20,19,18,19,21,18,18,21,18,20,20,21,19,19,34,39,21,20,19,19,24,16,20,16,19,17,19,39,16,22,19,31,31,20,13,18,22,19,18,21,19,18,22,20,17,17,19,22,13,18,18,12,15,23,22,20,20,22,20,23,14,15,18,22,20,22,24,22,23,23,21,20,23,22,14,23,23,32,33,19,18,18,34,23,23,19,18,23,19,15,22,21,16,18,14,19,17,15,23,23,20,19,20,20,18,21,23,16,17,17,20,16,16,18,25,22,16,14,22,18,18,24,17,25,20,18,26,21,23,23,19,18,21,23,15,22,20,19,22,22,16,21,22,22,20,15,21,18,15,15,23,16,25,16,19,18,22,13,21,23,20,17,20,18,19,22,22,14,14,21,20,26,19,20,21,26,18,26,26,26,23,25,20,22,21,15,24,16,21,20,24,23,19,21,25,21,25,21,23,17
"1641",21,2,21,18,24,3,0,20,18,17,41,19,0,21,14,3,18,15,22,19,2,19,13,7,19,23,11,2,0,23,19,15,18,19,23,18,21,2,19,22,19,19,18,18,25,13,21,19,20,22,26,1,20,20,18,19,21,17,18,18,19,19,22,19,19,19,22,20,19,20,19,1,20,18,18,18,41,16,15,1,0,21,1,21,19,19,18,20,19,18,17,0,20,19,17,20,17,19,1,20,18,2,33,38,22,21,18,2,23,17,21,19,20,18,20,40,7,23,2,32,32,5,14,19,23,20,19,20,18,19,23,21,18,18,2,23,14,17,19,17,6,22,21,19,21,23,21,22,19,16,17,21,21,21,23,23,22,22,22,19,22,21,15,22,22,33,32,18,19,19,33,22,22,20,17,22,18,16,23,22,15,3,13,18,18,16,22,22,19,18,19,19,19,22,22,19,16,16,19,17,19,21,24,23,17,13,23,19,21,23,18,26,19,19,29,22,22,24,18,19,20,26,16,23,25,20,23,23,15,22,25,25,21,14,20,19,14,14,22,15,24,17,18,19,23,12,20,22,21,16,19,19,18,21,21,13,13,20,19,27,18,19,20,25,17,25,25,25,4,24,21,21,20,16,25,17,20,21,23,4,20,22,28,20,24,22,24,16
"1642",22,19,22,21,27,20,21,21,15,14,42,20,21,0,29,20,21,12,23,20,19,20,24,22,22,24,26,19,21,30,20,18,21,20,24,21,18,19,20,25,20,20,21,19,34,18,22,22,21,23,27,22,21,21,19,22,22,20,19,21,20,22,23,20,20,20,23,21,20,21,22,20,21,15,19,19,42,17,18,20,21,24,20,24,22,20,13,21,22,21,20,21,23,20,16,23,20,22,22,23,21,21,36,41,23,22,21,21,26,14,22,22,21,19,21,41,18,24,21,33,33,22,15,20,24,21,20,19,21,20,24,22,19,15,21,24,15,16,20,20,17,25,24,22,22,24,18,25,22,13,16,24,22,24,26,24,25,25,23,22,25,24,16,25,25,34,35,17,20,16,36,25,25,17,20,25,17,13,24,23,18,20,16,21,19,13,25,25,22,21,18,22,20,23,25,22,19,19,22,18,22,24,27,24,18,16,24,20,22,26,19,29,22,20,30,23,25,21,21,20,23,27,13,24,26,21,20,24,14,23,28,28,22,13,19,20,13,13,25,14,27,14,21,20,24,13,23,25,22,19,22,20,21,24,24,12,12,23,22,28,17,22,19,28,16,28,28,28,25,27,18,24,23,17,26,18,19,22,22,25,21,23,29,19,27,23,25,19
"1643",29,14,29,26,32,15,14,28,26,25,35,27,14,29,0,15,26,23,30,27,14,27,23,17,27,31,19,14,14,27,27,23,26,27,31,26,29,14,27,30,27,27,26,26,23,23,29,27,28,30,32,15,26,28,26,27,29,25,26,26,27,27,30,27,27,27,30,28,27,28,27,15,28,24,26,26,29,24,23,15,14,29,15,29,27,27,26,26,27,26,25,14,28,27,25,28,25,27,15,28,26,14,23,26,30,29,26,16,31,25,29,27,28,26,28,34,17,31,16,40,40,17,22,25,31,26,27,28,26,27,31,29,26,26,16,29,22,25,27,25,14,30,29,27,29,31,29,30,27,24,25,29,27,27,31,31,30,30,30,27,30,29,23,30,30,41,40,26,27,27,27,30,30,28,25,30,26,24,31,30,23,15,21,26,26,24,30,30,27,26,27,27,27,30,30,27,24,24,27,25,27,29,30,31,25,21,31,27,29,31,26,30,27,27,33,30,30,32,26,27,28,34,24,27,33,28,31,31,23,30,33,33,29,22,28,27,22,22,30,23,30,25,26,27,31,20,28,30,29,24,27,27,26,29,29,21,21,28,27,35,26,27,28,31,25,33,33,33,18,32,29,29,28,24,31,25,28,29,31,18,28,30,32,28,30,30,30,24
"1644",20,1,20,19,25,2,3,19,17,16,40,18,3,20,15,0,19,14,21,18,1,18,12,6,20,22,10,1,3,22,18,14,19,18,22,19,20,1,18,23,18,18,19,17,26,12,20,20,19,21,25,2,19,19,17,20,20,18,17,19,18,20,21,18,18,18,21,19,18,19,20,2,19,17,17,17,40,15,16,2,3,22,2,22,20,18,19,21,20,19,18,3,21,18,18,21,18,20,4,21,19,3,34,39,21,20,19,3,24,16,20,20,19,17,19,39,6,22,3,31,31,4,13,18,22,19,18,21,19,18,22,20,17,17,3,22,13,18,18,18,5,23,22,20,20,22,20,23,20,15,18,22,20,22,24,22,23,23,21,20,23,22,14,23,23,32,33,19,18,18,34,23,23,19,18,23,19,15,22,21,16,2,14,19,17,15,23,23,20,19,20,20,18,21,23,20,17,17,20,16,20,22,25,22,16,14,22,18,20,24,17,27,20,18,28,21,23,23,19,18,21,25,15,22,24,19,22,22,16,21,26,26,20,15,21,18,15,15,23,16,25,16,19,18,22,13,21,23,20,17,20,18,19,22,22,14,14,21,20,26,19,20,21,26,18,26,26,26,7,25,20,22,21,15,24,16,21,20,24,7,19,21,27,21,25,21,23,17
"1645",3,18,21,0,24,19,18,20,18,17,41,19,18,21,26,19,0,15,16,19,18,1,15,21,17,23,25,18,18,19,1,15,0,1,17,0,21,18,1,22,1,1,0,18,31,17,21,19,20,22,20,19,14,20,18,19,15,1,18,18,19,19,22,19,19,13,16,2,1,20,19,19,20,18,18,18,41,16,15,19,18,21,19,21,19,19,18,20,19,18,17,18,20,19,17,20,15,19,19,2,18,18,33,38,16,21,18,20,23,17,21,19,20,6,20,40,17,17,20,32,32,21,14,19,17,20,19,20,18,19,23,21,18,18,20,23,14,17,19,15,16,16,21,19,21,17,21,16,19,16,17,21,19,21,17,17,16,16,22,19,16,15,15,16,16,33,32,18,13,19,33,16,16,20,17,16,18,16,17,12,15,19,11,12,12,16,16,16,19,18,19,13,13,22,16,19,16,16,19,17,19,21,18,23,17,13,17,19,21,23,18,20,19,19,29,22,16,24,12,19,20,26,16,23,25,20,23,23,15,22,25,25,21,14,20,19,14,14,22,15,24,17,18,19,23,12,20,22,15,16,19,19,18,21,21,13,13,20,19,21,18,19,20,19,17,19,19,19,22,18,21,21,20,16,25,17,20,21,23,22,20,22,28,20,24,22,24,16
"1646",16,13,16,15,21,14,15,15,7,6,36,14,15,12,23,14,15,0,17,14,13,14,18,16,16,18,20,13,15,24,14,12,15,14,18,15,10,13,14,19,14,14,15,13,28,12,16,16,15,17,21,16,15,15,13,16,16,14,13,15,14,16,17,14,14,14,17,15,14,15,16,14,15,7,13,13,36,11,12,14,15,18,14,18,16,14,11,17,16,15,14,15,17,14,8,17,14,16,16,17,15,15,30,35,17,16,15,15,20,6,16,16,15,13,15,35,12,18,15,27,27,16,9,14,18,15,14,11,15,14,18,16,13,9,15,18,9,10,14,14,11,19,18,16,16,18,12,19,16,7,8,18,16,18,20,18,19,19,17,16,19,18,10,19,19,28,29,9,14,8,28,19,19,11,14,19,9,7,18,17,12,14,10,15,13,7,19,19,16,15,12,16,14,17,19,16,13,13,16,12,16,18,21,18,12,10,18,14,16,20,13,23,16,14,24,17,19,15,15,14,17,21,7,18,20,15,12,18,8,17,22,22,16,7,13,14,7,7,19,8,21,8,15,14,18,7,17,19,16,13,16,14,15,18,18,6,6,17,16,22,11,16,13,22,10,22,22,22,19,21,12,18,17,11,20,12,13,16,14,19,15,17,23,13,21,17,19,13
"1648",17,20,23,16,28,21,22,22,20,19,43,21,22,23,30,21,16,17,0,21,20,15,23,23,21,25,27,20,22,29,15,17,16,15,15,16,23,20,15,26,15,15,16,20,35,19,23,23,20,24,26,23,16,22,20,23,13,15,18,20,21,23,24,21,21,15,0,16,15,22,23,21,22,20,20,20,43,18,19,21,22,25,21,25,23,21,22,24,23,22,21,22,24,21,21,24,7,23,23,18,22,22,37,42,0,23,22,22,27,19,23,23,22,14,22,42,19,15,22,34,34,23,16,21,15,22,21,24,22,21,25,23,20,20,22,25,16,21,21,19,18,16,25,23,23,15,23,16,23,18,21,25,19,25,17,15,16,16,24,23,16,15,17,16,16,35,36,22,15,21,37,16,16,22,21,16,22,18,15,18,19,21,15,16,14,18,16,16,23,22,23,13,15,24,16,23,20,20,23,19,23,25,18,23,19,17,15,21,23,27,20,20,23,21,31,24,16,26,12,21,24,28,18,25,27,22,25,25,19,24,29,29,23,18,24,21,18,18,26,19,28,19,22,21,25,16,24,26,13,20,21,21,22,25,25,17,17,24,23,19,22,23,24,19,21,19,19,19,26,18,23,25,24,18,27,19,24,23,27,26,22,24,30,24,28,24,26,20
"1650",20,17,20,19,25,18,19,19,17,16,40,18,19,20,27,18,19,14,21,0,17,18,22,20,8,22,24,17,19,28,18,16,19,18,22,19,20,17,18,5,18,18,19,17,32,16,20,20,19,21,25,20,19,19,17,20,20,18,17,19,18,20,21,18,18,18,21,19,18,19,20,18,19,17,17,17,40,13,16,18,19,22,18,22,20,18,19,21,20,19,16,19,21,16,18,21,18,20,20,21,17,19,34,39,21,20,19,19,24,16,20,20,19,17,15,39,16,22,19,31,31,20,13,18,22,19,18,21,19,18,22,14,17,17,19,16,13,18,18,18,15,23,22,20,14,22,20,23,20,15,18,22,20,22,24,22,23,23,21,20,23,22,14,23,23,32,33,19,18,18,34,23,23,19,18,23,19,15,22,21,16,18,14,19,17,15,23,23,20,19,20,20,18,21,23,20,17,17,20,16,20,22,25,22,16,14,22,18,20,24,17,27,20,18,28,21,23,23,19,18,21,25,15,22,24,15,22,22,16,21,26,26,20,15,21,18,15,15,23,16,25,16,19,18,22,13,21,23,20,17,20,18,19,22,22,12,14,21,20,26,19,20,21,26,18,26,26,26,23,25,20,22,21,15,24,16,21,20,24,23,19,21,27,21,25,21,23,17
"1652",19,0,19,18,24,1,2,18,16,15,39,17,2,19,14,1,18,13,20,17,0,17,11,5,19,21,9,0,2,21,17,13,18,17,21,18,19,0,17,22,17,17,18,16,25,11,19,19,18,20,24,3,18,18,16,19,19,17,16,18,17,19,20,17,17,17,20,18,17,18,19,1,18,16,16,16,39,14,15,1,2,21,1,21,19,17,18,20,19,18,17,2,20,17,17,20,17,19,3,20,18,2,33,38,20,19,18,2,23,15,19,19,18,16,18,38,5,21,2,30,30,3,12,17,21,18,17,20,18,17,21,19,16,16,2,21,12,17,17,17,4,22,21,19,19,21,19,22,19,14,17,21,19,21,23,21,22,22,20,19,22,21,13,22,22,31,32,18,17,17,33,22,22,18,17,22,18,14,21,20,15,1,13,18,16,14,22,22,19,18,19,19,17,20,22,19,16,16,19,15,19,21,24,21,15,13,21,17,19,23,16,26,19,17,27,20,22,22,18,17,20,24,14,21,23,18,21,21,15,20,25,25,19,14,20,17,14,14,22,15,24,15,18,17,21,12,20,22,19,16,19,17,18,21,21,13,13,20,19,25,18,19,20,25,17,25,25,25,6,24,19,21,20,14,23,15,20,19,23,6,18,20,26,20,24,20,22,16
"1653",2,17,20,1,25,18,19,19,17,16,40,18,19,20,27,18,1,14,15,18,17,0,14,20,18,22,24,17,19,18,0,14,1,0,16,1,20,17,0,23,0,0,1,17,32,16,20,20,19,21,19,20,13,19,17,20,14,2,17,19,18,20,21,18,18,12,15,1,0,19,20,18,19,17,17,17,40,15,16,18,19,22,18,22,20,18,19,21,20,19,18,19,21,18,18,21,16,20,20,3,19,19,34,39,15,20,19,19,24,16,20,20,19,5,19,39,16,16,19,31,31,20,13,18,16,19,18,21,19,18,22,20,17,17,19,22,13,18,18,16,15,17,22,20,20,16,20,17,20,15,18,22,18,22,18,16,17,17,21,20,17,16,14,17,17,32,33,19,12,18,34,17,17,19,18,17,19,15,16,11,16,18,12,13,11,15,17,17,20,19,20,14,12,21,17,20,17,17,20,16,20,22,19,22,16,14,16,18,20,24,17,21,20,18,28,21,17,23,13,18,21,25,15,22,24,19,22,22,16,21,26,26,20,15,21,18,15,15,23,16,25,16,19,18,22,13,21,23,14,17,20,18,19,22,22,14,14,21,20,20,19,20,21,20,18,20,20,20,23,19,20,22,21,15,24,16,21,20,24,23,19,21,27,21,25,21,23,17
