# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Thu Aug 04 12:51:57 EDT 2022 [seed=1659631885902]
state	Collection.rates.BU.CA	Collection.rates.BU.CT	Collection.rates.BU.FL	Collection.rates.BU.MA	Collection.rates.BU.MI	Collection.rates.BU.RI	Collection.rates.CA.CT	Collection.rates.CA.FL	Collection.rates.CA.MA	Collection.rates.CA.MI	Collection.rates.CA.RI	Collection.rates.CT.FL	Collection.rates.CT.MA	Collection.rates.CT.MI	Collection.rates.CT.RI	Collection.rates.FL.MA	Collection.rates.FL.MI	Collection.rates.FL.RI	Collection.rates.MA.MI	Collection.rates.MA.RI	Collection.rates.MI.RI
10000	0.41268172264269193	0.9889724460540907	1.7160697017557223	0.7057695793329452	0.35424548965303504	2.010445939501789	0.64098624643837	0.6544084002147257	0.5264110051712793	1.1571421983077714	0.11589268250724366	0.4898295279236392	0.4493637873765047	0.36857770678005664	0.2628353632514442	0.33574573576165695	0.7403039445902043	3.0130691606914124	0.2468280573330795	1.580311235092977	1.3312887101612454
11000	0.373796076327298	1.2011135586537602	0.3287648475857813	0.8273216389479345	0.4260010724026911	1.8576190030382158	0.25587283064265093	0.49392045032714893	1.3627361546055465	2.810032484114423	0.09620550581161809	0.23925856274082621	0.859249420188049	0.8048082794698104	0.05490143441044706	0.8548837117189563	0.40343968880728504	2.0138503989131973	0.5463893400939296	2.020729925126328	0.5267972165077074
12000	0.29091469728244035	0.9595593913545043	0.09493081263739785	4.137866098158257	0.3323640071270456	1.9138855433052289	0.3021092190053439	0.20843448949238455	1.089147641081886	1.2621927009372065	0.08763829578059269	0.45470234670953713	0.39034221544936304	0.34611801017796445	0.028444911525609375	0.9862743537894387	1.070881291063766	0.3121199204875723	1.3392907392584616	0.646206605392201	0.35307788808499185
13000	0.8540624148855277	1.2865562589278363	0.10983931905408519	1.59868466085752	1.1148479756717633	1.0241346752944192	1.3482187019710634	1.1642384604790035	1.1800628604601966	1.879228712150573	0.1658319849098071	0.48636757353011656	1.2919090823688684	0.7705858592061462	0.045455335518162845	0.5428145958135518	0.7265307207959005	0.1771310609149212	0.9542831423471184	0.920562622725027	0.47076698903969816
14000	0.23954309249323763	0.3660709857058702	0.09897181381195051	1.0508035389221895	0.13025224642905556	0.7443535050703182	2.0239719596668593	0.9232946269903178	2.4246395922781145	0.3817536316366715	0.1504145371019896	0.30298885821381094	0.9800569369411617	1.8391229595821492	0.05537452211250301	0.6352547218349086	0.13105368410999435	0.29186061496995575	1.3170771450974077	1.5955720588509292	0.5590628303626851
15000	0.821187709699722	0.3293322739908225	0.12285757654857811	3.078103598050046	0.07634717290858735	1.1758407263414676	1.3194627863838921	0.35935206483014825	2.083708948228351	0.6507980637580278	0.21133515146022025	0.30778868738341475	2.0432902437276383	0.7954262911087923	0.0772415687511978	0.6727439946512165	1.0994450001182987	0.6350293792766853	0.26293765675233577	2.142732888988545	0.38341993511055633
16000	0.11454140029048444	0.4084140343904119	0.7747796168851342	1.4530458315180228	0.27991548209419215	2.30923707417433	1.1627434490694182	1.311731612426036	1.2523834892350156	0.317236026596109	0.19417563100008153	1.0849438141301477	0.6237052993393685	0.16037750237011147	0.10790361024386677	0.3710865127331791	1.6088036058144126	1.4875366008100381	0.8256618460572943	2.516708295137914	0.4849521306053209
17000	0.31473692113467083	0.5965973005176493	0.11607626885272222	3.4000553611018907	0.7900201100470716	1.4239137646470204	1.2697200965414022	1.2506011564053716	2.081734852156911	0.24817566188216733	0.36808048820926237	3.0070875791310128	0.5089257266507792	0.16284413454010288	0.33404543446662893	0.03677561084167522	1.4679529828090692	1.2188515397685749	0.2789897034153041	3.787679889043865	0.3982943220174045
18000	1.9759029524858516	0.2124904919368662	0.18212008600069676	2.077983486356462	2.4759477074936367	0.3030257408386407	0.536060618021067	1.4223297832934725	1.5348229989017643	0.51194359163988	1.0663259775381257	4.760951111238541	2.321406495521267	0.1918680573383211	0.3681593675551879	0.03625492327151377	0.6246324739983373	1.8811425418182308	0.20669621943563174	4.760858292531993	0.34745085209073273
19000	0.38867962676470397	0.35268669182530266	0.21767629872399413	1.004434360137505	0.7020870952077665	1.088598133880657	0.8350879105914657	4.435286614346534	2.6934987559520085	0.9798858903071428	0.32083488249328185	0.6679035741686594	1.4864245384813972	0.21394939985764153	0.8996543084852601	0.06539692409518799	1.7336209583623792	0.6589229183031784	1.379636168368942	2.9549249385133782	0.969828886273752
20000	0.2339004065329053	0.5251581428186312	0.2186188315370772	1.0258938106157922	2.2560987427670427	2.0430856172282925	0.15560902077813013	0.8218977922499681	0.48623976290686405	2.9392106792873705	0.3935103338177863	0.995402908259455	1.4719816581954777	3.0908445617619797	1.4002630496849044	0.015744482117617503	0.7158257157948034	1.1042696442595152	0.39267365034106816	1.3452592638902865	0.20333482218404628
21000	1.321538266213553	0.8681692579700703	1.2670122621361717	1.8694277207803125	0.4040864864731808	0.6992851992908213	0.192014903929573	0.8023697158103582	2.1814292007457015	0.8317895665577806	0.12831844668227077	0.7205309976904416	1.8824119776086496	0.3438026136648866	0.5392459622096529	0.04838849832851567	1.3820717933969453	2.1820419845719665	0.6556828267655046	1.1333935678119884	0.0913403779439187
22000	0.705993781050911	0.9917382685399684	1.4646881500982587	2.5042594982665136	1.1905066767645203	0.8872703353745243	0.6453354996802203	0.2562537029609942	2.1784882093799975	0.6167524644076977	0.039510672252774194	0.6654956194802528	5.687282220316282	0.2596746303671705	0.2618810898447098	0.1652457770055538	3.161792852533012	2.8791634586874655	0.2708822780119211	1.6762558724434804	0.033763513433690495
23000	1.1048136443719263	2.0629885344190866	1.27467067564028	0.3184383416959044	1.4672177460254117	0.878117010161119	0.8349571971569588	0.4755413951504725	1.1030974637518582	1.367951084913319	0.20515266614423064	1.37770419217029	1.0775758694233342	0.1834489261420901	0.16616894342251332	0.41279502403904883	2.2545704930335235	1.0070210044915513	0.24851656189026744	0.9996888600657335	0.12155860531056062
24000	1.6657624434115914	1.2176228440889816	0.39742025343372595	1.3113831662146707	1.9685301888477444	0.3173438838264057	0.7862118463464741	0.8305410851250733	0.649864196346903	1.0692065330372609	0.10745943013500965	0.6049558224446593	0.6127246353898976	0.5952846315063063	0.27129197468752353	0.22458323547158132	2.8154740738306434	2.6424363363026595	0.6562610323852456	0.25722506102917664	0.35055761356082216
25000	0.590129827868558	2.275477435582128	0.10383235510403982	2.734726930263875	0.21142062430981395	0.8288511009646294	0.44101237129402276	0.09797379125556335	0.129317037909229	2.7362765380120297	0.27566058463291154	0.41195208957776175	4.437438726083154	0.4122536462706172	0.14666044266706063	0.2780785100047838	0.6057044681914503	1.0326118539210318	1.2674360000660754	0.19959128345685995	0.2857670413418196
26000	0.22631416183694153	0.5299552886710338	0.42261520051298734	3.756950959821896	0.07381701987305904	0.8035510475558769	0.9621881454269543	0.18704432807796006	1.1875738011256742	1.4613274127844977	0.3421664201025993	1.1183528613986033	1.8577609384997822	1.2055926553278211	0.6820026737874534	0.5493746240137575	1.0433344681950534	0.2501707977735337	1.3254139299193484	0.4545972780188626	0.6993245055916572
27000	1.370172921130354	1.3241579185418757	0.9786346523920761	2.3752216442957	0.03938026180476732	1.1415067092576068	0.7737712809850933	2.509146916083095	0.49462708915961867	1.110096813919955	0.5386299732435228	0.5526616684734399	1.2209801446705093	0.6655737926570452	0.5633644105021032	1.9114031775813167	1.9220778847433297	0.09594465841570299	1.3493806312293295	0.6695584003768429	1.4225471983505338
28000	2.447648518206972	1.6297977020418344	0.4984747366627168	2.1206665277886287	0.03595023964726172	0.9066865794288647	0.33650850510052627	0.4563357675483115	0.8564353863719276	1.542225767173678	0.5011431823031541	0.5878256491649627	1.9130088983394504	0.3345725065314827	0.3392461504421007	1.6773145007453492	2.114367919269687	0.18412984409230257	0.9169926479832966	0.7235892445641381	1.4783642112223196
29000	2.4491582864697077	2.4367571231050342	0.29480552792667014	2.690462904335338	0.005194159567092317	0.829430559068486	0.2570874062795366	0.6453528749755953	0.6207810005876682	1.41528708401553	0.3294872185640387	0.37994100218823235	5.64124062598488	0.23337790541786255	0.29909725473767623	1.4724495573687852	1.2035816677107554	0.6917254534254988	0.5676533584624517	0.8403834387019093	0.19086030293656417
30000	1.2514784957894414	1.3382325756223061	0.27538139979480997	1.8742960106136242	0.003468664573968638	1.7797950670212836	0.20644625763161484	0.20941168748489783	2.158782872304144	1.7076273209327597	0.7286558395545353	0.25888235414026806	2.6947608799184515	0.22310486843587252	0.38073337648086936	0.7325104602122576	0.3490744625697441	0.12011901121301846	3.643389321792384	0.8230538324139187	0.24375653202291397
31000	1.5644760753722193	2.87399531664794	0.031351826809813056	2.35189462494734	0.0075314638632651846	0.7538331568887077	0.06709444308686836	0.17987192355362994	1.173826896560804	0.23242039989009086	0.10164195992687736	1.0467960269260066	1.3750935546195826	0.03779550648818198	0.4539304415973763	1.796208965126806	0.46292327596098387	0.036243065137308544	2.138729720736949	1.2154753304644397	1.4899010913396242
32000	1.5647865632158475	1.3041401106931338	0.059344421659995816	1.124150752052897	0.13360465240559768	0.5680453107120176	0.02061242671073943	0.061065642658204175	0.8165484394561979	0.24890916529182033	0.22040691932486575	1.2467015192437727	1.5696920676142148	0.04273623764239814	0.46145623625554594	2.6405226298445803	1.3328039635983695	0.019648380748304505	1.6147630955542214	0.9082870961466677	1.5575127951784367
33000	2.2531254875891933	2.3404637426055466	0.09902463229848314	1.1524003908038423	0.29283281035538883	0.22456079623979402	0.028264428278752265	0.21265264875465512	3.287623066728505	0.763473541149272	0.3080456216593192	0.3329732755133758	0.6207420124789843	0.1311145952694996	1.0729636287496918	1.968390612595504	2.1198839983433446	0.015636497845567206	0.9623725489061307	2.134018761707796	0.43098545967155827
34000	2.944906427279997	0.7551425122394888	0.4400580558435232	0.9734822533733539	0.06337836152413455	0.2723376311749175	0.2471495431516311	0.4596229114796587	3.169794129222184	0.7447813861584535	0.3172427040057195	0.1523310409892988	0.7618162490247334	0.7626147933464874	0.7621525335897491	0.5818574193786	0.23710271669601546	0.05752883409623598	0.39399530662190047	2.3024865497652747	1.6631975575969236
35000	0.6006375055430533	0.7904865281977006	1.5075545936752626	0.7243110329162765	0.022936588641617135	0.6959368684504658	0.1094999520455866	0.6883667013104005	0.7021991627128988	0.407360959823241	0.4416477869859208	0.7567696048875551	0.26883054628655123	0.15540529107220666	0.4296999417129494	0.5550255562873369	0.3015743743629206	0.2632692788723128	0.13663774715769325	1.1233698058664126	1.4615653010707508
36000	0.4562134789538353	0.40014740172913704	0.27877951507230975	1.9461913079440243	0.10398936855126106	0.7165876308876354	0.029731344024462654	0.5118752651236241	0.4342990739964125	0.7926314354216062	0.504521865860248	0.32486736284749984	0.9788130020063017	0.866820943032211	0.15022488479458732	1.005124132889465	0.9914317886613112	1.0034182417981672	0.195638221167906	1.1734933554520286	0.20713511653027825
37000	0.3473950447445307	0.761439802301771	0.6661885921409874	2.959205455369649	0.018514959283623587	0.24018150380090228	0.0695656200580479	0.5380884357696393	1.534132743091797	0.7215942178485981	0.06656054983898013	0.8848235904772384	1.1272682967967504	0.7137137769095828	0.17667687149084582	1.9927587560314615	0.4898167162742587	0.6736688841756541	0.08522472682642922	1.2937297987193512	0.25228298120250414
38000	0.1546688058674471	4.762939808617075	0.17677626075460742	0.7068166113886734	0.096087036276146	0.3629240705133055	0.020210370672750333	0.09913396471230737	1.3125564013693745	0.37459109192378237	0.23877918127647837	1.357973574211087	3.226637350450681	0.5215177767742547	0.5047540775141995	2.8507368953972665	2.2071788711788085	2.0709094614967336	1.2516939686351083	1.3134008592085151	0.0850669426136275
39000	0.06649988596854862	1.422099669051433	0.24654631687155715	0.9121585097295483	0.38689301808870286	0.3137201171940153	0.0187117026814263	0.14611774102286154	1.9977020521394104	0.5269938722914493	0.5993009347673007	0.7634194851342848	2.3000040097810444	0.17527171814273662	0.581396458471559	1.810473903986345	1.5007196110389007	1.5409526914518898	1.2536731784238964	1.638372873081784	0.4439926382845721
40000	0.045597388615107176	1.0174914432515956	0.6311627624876232	1.9472186468737456	0.8491706574344148	0.12056789496273611	0.13060727023714405	0.10054981482305354	1.091653762877677	1.9768530054474425	0.21240041142026478	0.16917472600378164	2.847650421831205	0.7032011102142718	1.840971552369658	2.570834983057376	1.7691288151580808	1.3489044132629786	0.8631719950229761	2.3947629701795834	2.025049099729599
41000	0.17380544525563535	0.9584513389519405	0.6454172708204814	1.1033496440671655	2.260580457125502	0.618207633771709	0.2223908430678806	0.16788092754505732	1.511783661608218	3.1784892551254824	1.221021430237651	0.04598537099949169	0.6870716217000504	0.4931472419337424	1.2218671572156845	1.7064318408667636	0.47367050173537045	1.8793505322883564	0.5968347209646485	1.9965886452037453	0.41912485734818744
42000	0.027684992138417148	2.086545797423549	0.25756672862821917	0.5594356294744056	1.595928321895173	1.262767067376709	0.785510757511078	0.4418912744047268	1.1121743123850323	1.149433148192798	0.6369068981180198	0.036983514301674784	1.516794757978748	1.4129101512873725	2.7433774624061567	3.3720650418557576	0.09968412151023785	1.005365982264968	0.3454242172547146	0.8628582320027313	0.24229285740375003
43000	0.09115473710412501	1.0880682417500038	0.5322334558935512	0.6574189189236251	0.8475340493530894	0.18447857202294793	0.7612340391230862	0.3188426346091582	2.3639261449913778	0.5204941530867124	0.3584810010984566	0.07846412593716211	4.406387096023178	0.7201346497871881	0.7163565302883218	1.2220195107702845	0.05499863975940314	1.2947340050789489	0.9283936025221678	0.739328282056717	0.4827000697317386
44000	0.40235262900673513	1.933969350108782	0.13483681883972554	0.4829573398561227	0.23800053896539555	0.22461698841902478	0.9641093665516695	2.7610075338697286	0.4453622810164046	0.25783794616048106	0.6775311521912706	0.06786172844860923	1.8733345385596905	2.6370919682530007	0.545867313988978	0.6541677728472999	0.23019867473412192	2.010779918078029	0.4869867705060732	0.41317622662831016	0.7394607610133753
45000	0.24149210265150245	0.7599609874589809	0.23624462455571063	0.46978868732839363	0.23244389946307412	1.5726153592069998	2.90616500616243	2.066612665073523	0.8421698362757475	2.421329054884354	0.8145683341532217	0.061972684588557196	2.794318753847051	1.5022695995252682	0.11613738386616146	2.534763754715994	0.9239175470463077	5.6818993776161	0.5825199127765996	1.8022183674915826	0.46415384268987625
46000	1.7878662390644509	0.16886576295257139	0.2095482983843383	0.8817858570010717	1.0120472562440668	1.2720379260269095	1.1240642951880382	1.363876786781062	1.5319327291970288	2.2935698958216864	0.8614218904316487	0.440645294695991	2.1671465614478924	2.2786961514449398	0.07438141861615342	1.551892300249733	1.0114660760224656	2.257601234595226	0.4726550928176004	2.4704635130934345	1.3216236207868675
47000	0.4392453281764663	0.4785572388765242	0.17364484772504515	1.624764854876593	2.289728221782442	2.646668003465767	0.8908275064408689	0.40301090572522513	1.12756664884501	1.0042714803604276	0.8871365783250762	0.28931759126950524	3.1219689439569	0.685897330511644	0.12696524675650994	0.6240190956255594	1.000014365404518	2.0060552410959995	0.4404117379811796	2.5213187205540923	1.1950165226910683
48000	1.5131964652201035	1.1467534061616114	0.08120884443150153	1.3948415859313488	0.9924562222792948	1.8240237044987282	0.6353769965695821	0.8890045847432647	1.9137032958332005	1.5576775014479969	4.069382468506896	0.6930230874816237	2.119524834694323	0.6025611887710994	0.4393036723318178	0.5438239655972301	0.42397076014989565	2.036906500282551	0.34444493555094946	1.6079487377949286	0.22665746275955997
49000	1.2737598916054926	1.2141598354422014	0.0891051420243721	2.9913199437928326	2.0595264359628054	1.096550783822702	1.0540539105644602	1.6175622938884913	0.9007265430401246	0.5090005859210713	2.4388896557039934	2.2981012169638926	1.7865214992449268	1.1952281621461704	0.8755538117251485	0.2713921783835919	0.3476071256584377	0.35958396595611297	0.3990680682833014	2.062939304123441	0.19222578627181253
50000	2.1040626187691953	1.4789112013282009	0.08513540549733584	1.7278876034448138	0.2504051858124803	1.7322331894589906	2.6656689979038255	0.2715280424017226	0.8029291758212193	0.268606633831658	0.9396679483013511	1.1402388441256994	2.208894241406492	0.43176958508914703	0.8042863111038351	0.7697874952195319	3.3283920759993793	0.38125190933666925	0.7385251755346426	2.8639493450826836	0.8042018620608012
51000	2.821100002742334	1.7353167712302244	0.016493729399367094	2.082527972972424	0.3726788116354359	2.0266528009705653	4.8866725037389225	0.19847635901517466	1.681369113705563	0.1768024252900525	1.1202635750019996	1.1096191906875192	0.8980894915311488	0.44051193263317634	1.5068689631894248	1.4593121589797247	1.2478720878631215	0.1146062763958041	0.7536417822724524	1.4519269123432028	0.6321431344988646
52000	0.7871233684493311	1.7144931033388453	0.01901282542822071	1.4325480893563551	0.39410216341768206	4.456003086793586	1.4886487716748062	0.10830141370970124	0.8239813350536379	0.40455806526869054	1.4295172755388859	3.5713011673633552	2.8960774284805604	4.6709582883816845	1.2721818871740467	2.012161886039549	0.7868700176818021	0.42633221745192357	1.1527189697162374	1.109868406110077	1.6633482161030366
53000	1.5997260698696403	0.5644031092280166	0.08281624220430148	1.7514302702133975	0.8786229592835514	2.4873917975162687	1.6888184938971718	0.0562402236272069	0.6620275351445911	0.18269873825067703	1.194967258532796	0.29759974916187504	1.027110991318665	1.3323162066474281	2.2116308651681984	1.6489952593098836	0.7765057480974981	0.09632618394423126	1.067968432644912	4.325604273547558	2.439308325041451
54000	2.2879358244452854	0.15521767894204638	0.013020474511045375	2.3168640432365475	0.46334588262247667	3.768903285912113	0.5242474476369254	1.0761352428573425	0.5019881172218387	0.11352754505205996	1.146247376531922	0.5834660084710412	1.846769452300315	0.9622393865411822	3.3262322512828044	0.631268140376182	0.6111788940983653	0.1943104816196935	1.9275737777084343	1.4297942971140962	0.699863952803283
55000	0.5860894692224127	1.0022563509296194	0.010297662027526478	1.2872051627997507	1.121719796486737	1.1073120050146203	0.5709563338394882	0.6445198950705352	0.9505195268546273	0.13287521856862694	0.6230990905644971	2.6033055243668572	1.2498467908734041	1.6849377131940404	1.7150789499243697	0.3660649425910022	3.0732135597698917	0.8114567211870809	1.7368603391372734	0.8175255618082868	0.4272621551298736
56000	1.901278528569691	0.7164568913810297	0.06868948814226353	1.9530056289813023	0.8638330125847279	0.49832751121194185	1.3725440133859552	0.12138040038883696	0.5054485822714221	0.2613936784627184	0.41890394605298464	1.791757317176582	1.3532708712547261	1.0116349499638948	3.2833552645816373	0.3892248736103857	0.30647916353988747	0.6627870400418266	4.2289060989608185	2.7902558135398987	1.9226217947376842
57000	0.4013639129731474	0.13542048596641787	0.34775451372122634	3.3570656463775013	0.8180429788657627	1.1863822395611199	3.3479974575120846	0.49071255606609904	0.6060744836139077	0.5809335025635637	2.0930122734082386	1.5215869657847765	3.600958475850929	5.8900243222551465	1.5566840557024844	0.755902470684527	0.12228479006692627	0.0805755999975759	2.416506279496367	2.588542504573644	1.7322106609197951
58000	0.43944447966113653	0.35139453968413276	0.27924936681473633	3.2461371777960304	0.45288559145808843	2.624506262396375	0.9993797830340384	0.4613610873951114	0.593716282092612	0.4693625885016575	3.283104024056179	0.20602514494391297	1.0951214739081119	4.695485078024594	2.7761301821493944	0.180776241710343	0.18070043448748055	0.345398021290827	1.5718756645159788	3.9944715833181124	1.5855097794344044
59000	0.36343298184395895	0.16545785026341617	0.5573689830330066	1.1457857446619377	1.1225670102751106	2.9680465236485025	2.653927938053815	0.7186130451480984	1.1097577722469523	0.912906312351654	2.415588416204609	0.3506132141851661	1.3113405992429183	1.5874597390664638	2.196922718920534	1.9598540464983565	0.7552824919746621	0.09228692020525192	0.6943063502858431	2.2250402808540577	4.493037887812736
60000	0.656527035106776	0.15048203236784785	0.6446686835077753	1.4844489150487825	0.7103476033365134	1.5577836874052577	1.4729150489972387	0.6203224929707796	2.1440167276157167	0.10887248550689864	0.8085585559728102	1.3686066540770163	1.2131626865673195	0.8681360912892806	1.3101127461015807	2.9265360004565246	0.9507582920422623	0.033886753899770757	1.101634904337603	5.760448549672687	1.9302167412798168
61000	0.3490690184017072	0.3170957652080754	0.15088818921664207	4.350725811851705	2.071826489257969	0.1803418311469777	1.4733348130121457	2.525171069553604	2.436583904018476	0.5429292707179662	1.908240044929661	2.9078214214885194	1.5801689891406046	0.6736385815321083	0.5305543562081593	1.1644331304656037	0.6453388314006006	0.31081880196207157	0.803894444751241	0.9012950216474898	1.7067238720902855
62000	0.6041164430110603	1.0254394753982714	0.2847541006152454	3.44645474565907	0.49698088587953965	0.5666064585133367	2.350584885223826	3.146643017733784	1.5199583397294087	0.09094279511032971	1.1626731237747816	1.1768865792493484	3.0714800079401017	0.6086371558563178	0.35919599175940237	0.17850682595225872	0.11506183356537648	1.2071549284923455	1.622444078508573	1.0523874589632924	0.34136644695005525
63000	1.029836532717904	0.2474174612334376	0.13916171969179889	1.1519241364909019	1.1949890730955741	0.7334066395196148	1.8725285436297778	1.2989860241380482	1.7390612247106767	0.2342488987747457	0.24575056093734585	1.7981714173706054	3.541233842344189	1.3102000631482194	0.5056243066496219	0.839207770909327	0.38986331910346156	0.39250022307312177	1.0824694176688496	0.7823486251684018	2.617044505635345
64000	1.615495902724715	0.2313486474120109	0.49650100825926463	0.7238912618260966	1.0821971603825307	1.8817659470949895	3.1061098784659467	1.9230497098444124	0.6963056737123084	1.021528336188006	0.6045744453546044	1.3778239795363796	2.3131688706381097	1.9419297297919815	0.023871803876853455	0.6586829342717129	0.3298939815782641	0.7704593054770232	0.3769671869334242	0.4769286437465375	2.004646689202166
65000	1.3497688797642182	0.1203331959590278	0.7350744370886811	0.8719164936252182	0.784211740651468	0.7695491573494648	5.267696425052552	0.28594526572891876	0.4980695013118487	1.022995152116273	2.271961008147574	0.25291585488731416	3.1164880354772295	2.2447188774935705	0.03496752588406055	0.1515257614168302	0.6875007221112014	1.7329127020266455	0.5297685916302646	0.8055898792492894	0.42018041369243325
66000	0.59475925177743	0.7325594357475728	0.6170015491072859	1.7219395539702829	0.9776940077789936	0.3778726110694995	2.528063670410651	0.08914477514230428	0.11760533346276554	0.5775554940232578	1.736113389356368	0.23431922041848735	1.9171286765405446	2.042270677667498	0.25560449311618444	0.18832910803594033	0.751566272603773	0.8305640046058442	0.19475112827434785	1.5828713355127197	1.1413818939576232
67000	1.7837193476183781	0.034107696877961995	0.5554071473893546	0.43737132420588637	0.35788693794509996	0.20001313146746466	0.9851403757406296	0.026243062146379587	1.455991146910718	1.238509841096085	0.8391455510800029	0.4814906205756254	0.9100157657744286	1.7681915385056421	0.46874722752472797	1.2488524687689946	1.0906484699807142	0.35433318182439044	0.13693782944803207	1.0871309778379405	0.5349843023222086
68000	0.5970963748856589	0.004908315425617888	1.176711970154026	0.7524900525617882	0.29750973932940716	0.05154307713827445	1.2776000013393567	0.18202213784436444	1.1827780233856628	2.509832696677394	1.6865671846108639	0.12615168661044	3.822835725997814	1.085990295844595	0.16096222733922858	1.6951939823726663	0.4324061677445611	0.32139574961686473	1.106959625359045	2.708944207777283	0.2766404074859528
69000	0.8858267518410377	0.0029258582778926025	1.0496977707766788	3.0612627156459644	0.5461368909683664	0.25250956042330364	1.7367761948892	0.3004465935309082	0.937151506740238	0.3930590951741317	2.04043693401227	0.20552381337701425	2.791185574549507	0.6932335481436401	0.41017505373176566	2.5518517117532107	1.2967922321243746	0.6136225018707123	0.9306581152315229	2.027179779876782	0.2096155030931539
70000	0.29889808312569205	0.004328722351371197	0.4921349336590024	2.2646633180553084	1.0799660995762808	0.28228924229856867	2.271440388663479	0.31807737987507895	2.1988099411043796	0.36075170285918173	3.0886281215268103	0.2047208504069555	2.1711998809044046	2.9076893888775737	0.6438936715692358	1.9978702852383847	0.7347068026875834	0.6378226118350226	0.1394149995045358	2.3292389971776544	0.29085579253475285
